Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Pakistan,PAK,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.80787352736625,..,..,9.75476712520752,..,..,14.2158895837959,..,..,..,17.6113668088983,..,..,13.6062537929128
Pakistan,PAK,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.74669350718118,..,..,10.0274917250607,..,..,15.9198671024733,..,..,..,15.3094835682753,..,..,18.9106980665209
Pakistan,PAK,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9448900529408,..,..,15.2102947770848,..,..,25.9984489543731,..,..,..,23.2122996533354,..,..,36.4061624872429
Pakistan,PAK,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.4551951217036,..,..,25.1896079430053,..,..,34.0311743154043,..,..,..,35.2950654749291,..,..,46.6859995768197
Pakistan,PAK,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.95491067144722,..,..,13.1964370838821,..,..,14.8923269617535,..,..,..,18.1023410529807,..,..,24.3424901722908
Pakistan,PAK,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.8300471687311,..,19.4445845411624,..,..,..,30.4288460108379,..,32.4723207358513,..,..,38.9984620608426,..,..,..,..,..,..
Pakistan,PAK,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.1280018532219,..,16.5051472556508,..,..,..,19.5340226739922,..,21.4643505687975,..,..,24.9491328037587,..,..,..,..,..,..
Pakistan,PAK,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.9244207542106,..,12.0028318273188,..,..,..,7.90893182034298,..,5.70230446420233,..,..,4.94031303426296,..,..,..,..,..,..
Pakistan,PAK,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.29802,56.7235,64.20929,66.9366,60.78372,64.82106,64.9296,65.44091,65.98301,63.07016,62.69421,67.3957,65.75982,61.53027,66.01372,65.48858,68.18916,..,..,..,..,..,..
Pakistan,PAK,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.56638,47.51588,54.43763,58.36306,53.48415,58.72754,59.20603,60.11687,60.55766,58.12014,58.22598,62.58336,60.37147,56.42743,60.47581,60.35115,62.09417,..,..,..,..,..,..
Pakistan,PAK,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.42731,65.39431,73.38222,74.95556,67.58697,70.48295,70.23056,70.35628,70.97865,67.62041,66.79996,71.82447,70.73431,66.25833,71.15868,70.26991,73.86389,..,..,..,..,..,..
Pakistan,PAK,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.04059106434048,7.36553863400329,3.34030683818149,3.21299330677994,3.87692152577893,6.94207302548671,1.50243465221781,4.01048903509495,6.41849185897181,4.50349788104478,0.66756375236659,5.67848426394531,3.58823137189361,-16.9150571579975,2.00374529704077,1.99342311515333,5.7697274385762,7.56271149970766,8.46281178321664,6.94789870583703,1.98289946468715,1.89020156921949,11.1599216707083,3.30364496445851,6.95270903937148,-1.6243428964432,4.25672676369118,5.48822137527458,5.37081619522557,20.0092417860083,5.0700383770387,5.78329313125914,2.76439037523073,-0.354342167255126,7.76711454703064,..,..,..
Pakistan,PAK,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86158957280.4935,92225057127.9129,99017929340.9009,102325432005.701,105613141287.178,109707679895.791,117323667148.724,119086378579.22,123862324734.431,131812417963.844,137748587413.799,138668147052.771,146542395962.267,151800676187.309,126123505043.999,128650698844.781,131215251613.36,138786013989.292,149281999829.247,161915454501.017,173165176268.844,176598867622.103,179936942189.12,200017763994.093,206625640782.307,220991720386.638,217402057074.81,226656268623.128,239095666406.103,251937055179.524,302347749698.944,317676896640.794,336049082783.818,345338791284.345,344115110326.935,370842925119.669,..,..,..
Pakistan,PAK,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,8662429724.5945,9645653682.20271,8445971105.31092,5696744738.81008,7711550956.80957,9784966852.80891,11500724021.6468,12964985246.2451,15554729676.6383,16302846515.6141,21456008414.2768,25609032343.4338,27953356181.4282,25961000366.6788,28161541846.8304,27942264863.0847,28516721856.7,29745799088.2395,34416171776.6889,35808396591.225,35290884039.3715,40414169739.5695,42893948175.5139,45521567417.4605,45848493971.02,53221686728.6824,55328199658.9117,54238402366.3872,53844716201.919,55078372989.9196,71435724232.6382,69142617285.4626,69249859758.5101,80348562413.9369,94911109359.8778,105508532730.561,120915391232.387,134750517012.195,151302099091.614,151322138630.61,161090757161.8,196247353307.366,206129623348.196,213155853055.225,226181709000.193,251937055179.524,292507661560.589,316584717383.637,331564460593.434,298462131376.902,279591456968.168,326464029639.238,..,..,..
Pakistan,PAK,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.45261960588505,3.81644657416898,0.0176700082499082,-0.180429245314741,0.498441200787283,3.92421104844036,-1.2730726298458,1.04488099045381,3.3866910097847,1.50556704244147,-2.13970145040385,2.80031946883066,0.806653009496088,-19.2291693248661,-0.808934161867782,-0.475852710857765,3.30907126389786,4.94045861464802,5.88669746952277,4.43049547282351,-0.676238307005704,-0.801369477932198,8.37062542615712,0.782475925805841,4.58683372890005,-3.4818196349615,2.5739644179459,3.91736961545426,3.90330429174928,18.4566552662822,3.59469903675735,4.07954355913429,1.04037439172441,-2.13558920007382,5.752850469569,..,..,..
Pakistan,PAK,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,847.964779987418,877.241778232264,910.721242024788,910.882166543387,909.238668724587,913.770688863,949.628979192771,937.539512573584,947.335684718459,979.419017185301,994.164827115447,972.892667890253,1000.13677068001,1008.20440403978,814.335072046211,807.747637456359,803.903948426633,830.505702973359,871.53649352105,922.841210231121,963.72764827176,957.210552738941,949.539759529745,1029.02217607241,1037.07402687138,1084.64288812958,1046.87757908147,1073.82383546648,1115.88948412055,1159.44604624541,1373.44100599946,1422.81207661256,1480.85631504259,1496.26276492253,1464.30873891011,1548.54823107245,..,..,..
Pakistan,PAK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,143.97377601053,155.957661265142,132.83338841567,87.0238061303507,114.388418744339,140.869584380179,160.579212992554,175.435246631252,203.84306053335,206.372880831826,260.733322075848,298.466442723691,313.768018436571,281.488069964989,295.923509545894,284.459617751312,280.657711495467,282.941084557042,316.544073531314,318.759757258027,303.824278219511,336.615301297328,347.18771761392,358.380770641713,350.66283894212,395.458431868297,399.316980894141,380.535437314659,367.484646519873,365.810348217835,461.235323418618,434.119567646228,424.266501061138,480.811699914041,554.108971894246,601.348539179556,672.93845184746,730.381902261742,798.431700794367,778.500035557841,808.530052654789,963.19579623472,992.596316572476,1009.86324830257,1055.61842407064,1159.44604624541,1328.74154795712,1417.92042143291,1461.09407960902,1293.15844379316,1189.74204118538,1363.23295218181,..,..,..
Pakistan,PAK,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.94794805568482,13.0953295466733,12.3546661593283,7.05738395623762,10.2774262439629,8.31804107185663,6.46099033748012,6.59402513800017,7.7534466166677,6.7171952553393,8.73831270502474,10.0624436366243,10.4091297567189,11.0540282653665,11.7349061360392,9.13375661361168,7.66287209465107,7.49628967478152,3.69987950248031,7.27780518207343,8.04288404390901,8.33736201070002,6.9708803811288,8.41356770432845,9.31426408861075,10.5729567161023,9.33374131838671,7.62362891276791,6.54753815087781,5.79990121642081,8.93637594066874,8.44960283211834,..,..,..
Pakistan,PAK,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3493098581.36838,5821714550.48446,5881860539.03024,3549794413.27486,5208950438.85345,4895222205.14766,3964012035.63106,3972702560.37672,4640684611.3521,4108629958.23679,6990452976.67824,7780724568.33471,8076025891.73959,9898831788.10206,12386508375.4077,10747625826.1824,10314000635.7154,11154757621.5813,6147527909.50343,11917098518.9748,13985259140.5822,17556017634.5766,15415308734.5073,19145036895.5097,22392039362.8219,28119532418.1521,28774511249.7074,25477528643.826,22961641745.8459,18287058911.2033,26359330242.4988,29055019317.1859,..,..,..
Pakistan,PAK,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.48324571388653,7.73037572909621,7.09153503385472,1.75658404411287,5.05576594021224,3.19615550245358,1.53340600685779,1.73524653465662,3.13094715426539,2.35724214906728,4.69447657476177,6.30266314769622,6.89406271303363,7.85339257845118,8.82114720349387,6.47883495397393,5.09648588601164,4.99533285255069,1.14896910665594,4.77622721202355,5.59194873609019,6.00923199824203,4.72288267710629,6.16742556406682,7.09158320627391,8.29561438935471,6.99418261384911,5.2734676470127,4.25642930961098,3.43266189477519,6.45640716661394,6.12659543646092,..,..,..
Pakistan,PAK,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1359788924.34499,3436648211.2872,3376167315.1554,883544421.687361,2562434756.31641,1880958659.80419,940790737.827341,1045434041.70368,1873971537.57675,1441827331.84329,3755475325.01549,4873496714.13109,5348826488.95771,7032677159.29254,9310957620.8046,7623598571.82238,6859720222.25595,7433240926.74546,1909067483.30305,7820870277.6071,9723483733.95962,12653664647.8831,10444117615.5515,14033950177.1198,17048583633.5458,22062778086.9174,21562005999.4865,17623486736.6171,14926924085.3072,10823165421.2095,19044249012.657,21067066972.4636,..,..,..
Pakistan,PAK,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.83232273971964,1.73771549634441,1.8846671673802,2.05595336579509,2.20305020170774,2.14926736593005,2.22649694353758,2.45564600801622,2.57960570061487,2.86641458850148,2.28244650595619,2.5057794139745,2.65799571299276,2.47932173535855,2.48000141162807,2.40572908130828,2.4138056306063,2.53130098069138,2.29620380947088,2.44794138093837,2.31112739980708,2.00725367456219,2.02053516837521,2.07490871815921,2.16025396257137,2.14593340969581,2.10971814907182,2.22616016770779,2.09260176146762,2.46471672058818,2.68915324368698,2.61953045873968,..,..,..
Pakistan,PAK,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,715301868.416339,772526079.134869,897260136.21579,1034124233.15903,1116581043.01577,1264858064.97125,1366022888.20648,1479453138.14554,1543976127.01235,1753267011.50796,1825905699.44877,1937578997.03172,2062232165.41291,2220221282.02743,2617708049.81677,2830804136.66101,3248911439.60826,3766669930.30874,3815253171.12824,4008400592.69169,4018672334.0466,4226682356.17655,4468183604.72138,4721445807.53019,5193377737.99424,5707262944.64413,6503941618.20116,7439640634.0727,7338570750.76433,7771239230.97412,7932105687.32266,9007584095.11625,..,..,..
Pakistan,PAK,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,..,..,..,..,..,..,..,..,..,..,12.2141109449219,8.40323625407265,8.38944578101867,8.29520547555368,8.36444334529923,7.69290392048334,7.60627088975378,8.16623476840167,7.31293713990041,7.29447930956599,7.28591016398875,7.45551628603195,7.52023981065471,7.56059576314971,7.7016096431561,7.78019960024421,7.85695590176931,7.8976506497386,7.76580198152867,7.68415602530629,7.802437008495,8.04176978717149,8.8906450929608,8.7075981912567,8.69296792177543,8.63299391424811,8.7453392717889,8.9487331999716,9.18474394483817,8.75079901824902,9.29531212932654,9.17092621224141,9.12772155766972,8.6556202990412,8.26798990684251,8.17948441935372,8.1403897804544,7.82857322446513,7.3054416484306,6.3192346862365,5.8606894790319,5.00531788841377,4.90883070767686,4.69362720256526,4.43643264652557,4.42746284858985,4.48916634423924,4.49354645351595,4.49134859308762,4.32320418679554,4.32879814530682,3.9926960413885,..,..,..
Pakistan,PAK,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,..,..,..,..,..,..,..,..,..,..,1213290106.23114,890970792.72753,778565511.845238,522994765.370952,738211635.968115,856628396.882715,990631655.389588,1220460848.86652,1289289651.16296,1419123326.28773,1702885344.48088,2075501104.5647,2286425009.0225,2137300802.38236,2364931086.88637,2383575232.72176,2455723341.9331,2578832737.27614,2922958615.34981,3018487676.02001,3045914155.51127,3575082857.95798,4232695069.57299,4379835871.76741,4405892875.92018,5080574036.70637,5365528861.41115,5391343610.56396,5497361623.97657,5352501101.75201,7436039946.96138,7091364033.50925,7081832713.70482,7751068416.41946,8727085248.20439,9624740586.94463,10956725407.0683,11649207892.2037,12138342990.5944,10347479828.9322,10190779906.7198,10539718558.8053,10855320525.815,10680328384.4321,10665445332.7107,11775153199.2445,13839420128.31,15017055498.344,15750765398.1918,13631040719.3243,12768511600.5448,13729386210.8204,..,..,..
Pakistan,PAK,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,..,..,..,..,..,..,..,..,1.0060104,1,1.2,1.3,1.4,1.4,1.5,1.5,1.6,1.5,1.5,1.3,1.3,1.3,1.4,1.7,1.8,2.1,1.9083271,1.8,1.9,2,2.1,2,2.3,2.4,2.4,2.4,2.3258377,2.34,2.17600000000004,2.01200000000004,1.84800000000003,1.68400000000002,1.52,1.71,1.94,1.91,2.02,1.85,1.51,1.45,1.68062731630219,1.91125463260449,1.8643885650318,1.94586886432773,2.02734916362365,2.02734916362365,2.02734916362365,2.02734916362365,2.02734916362365,2.02734916362365,..,..,..
Pakistan,PAK,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,..,..,..,..,..,..,..,..,..,..,99932158.0252302,106027102.629147,111363567.820906,81962188.517923,123558286.868687,155894284.919192,195358212.272727,224178134.136363,282084120.565656,291821376.015152,350584615.954545,361900012.342424,395247038.201895,367496309.833071,429897602.585336,520819272.490105,562597279.49907,685716422.321003,718272388.494835,707075415.822188,741721706.842426,889128376.60712,999776681.350255,1005980242.90216,1165718510.1572,1412415879.03485,1472472235.45996,1445928085.70878,1392087900.58471,1431281023.82196,1740750896.73838,1555767008.17591,1433789009.91233,1508014303.11082,1604400794.71947,2012144722.07231,2611182985.45723,2842150981.5576,3356327244.94736,3029296842.73609,2625642889.66368,3053270991.16794,3716516068.55567,4349051644.1797,4482099899.53312,5175177018.23217,6250010507.66818,6775230927.19697,7109735616.06899,6392221557.80842,5980004251.79184,6971294424.37927,..,..,..
Pakistan,PAK,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,..,..,..,..,..,..,..,..,..,..,0.400453705003732,0.488153429248928,0.446217990561085,0.926350417776658,3.90159737190773,3.77569960934596,3.74602315776383,4.0505388996828,3.56653852017037,8.56619311726535,0.565073521698717,0.288734295298697,0.174078322602773,0.334989327659528,0.36707417338094,0.847295139094549,0.61929833942605,0.75427979795086,0.559392529232685,0.915078316102714,1.46979651010024,0.775612001092024,0.741063722547307,0.560607633046059,0.652444995777576,0.72824646893977,0.849426682796354,0.802823326465626,0.629608873477007,0.953147785450508,1.23389522943266,1.23239186104543,1.4311348184833,1.46804403931658,1.71690015972346,2.05761627453964,1.9107069602967,1.50140979062396,1.57752099926552,1.25130249424332,1.46522263465927,1.76272473590277,1.85494566794136,1.6186664755959,1.47105128622523,0.838838251221683,0.621985557166417,0.760673199539742,0.910693461240487,0.913737938297803,0.725184810753193,0.914493271659386,..,..,..
Pakistan,PAK,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,..,..,..,..,..,..,..,..,..,..,39779114.5401895,51757493.7417462,41410356.2122981,58404390.442667,344339062.374493,420435707.620473,487877591.488652,605361501.851765,628789926.203622,1666532175.12793,132070722.393885,80379188.4863689,52926108.7876153,94697955.1910291,112717362.219614,259580963.486838,193564200.532993,246296211.657082,210548919.039156,359460767.148997,573778934.832942,344809319.703976,352808680.570196,281980101.43224,330681394.972765,428577865.24233,521148836.031869,483676998.166165,376840952.775042,583000999.236428,987088339.667305,952939661.311607,1110360051.10617,1314626727.36696,1812234197.83836,2421182296.4123,2571755414.90796,2234153565.5194,2621127083.81754,2048954970.33463,2547782379.11748,3711776759.68696,4102001267.22338,3683268559.28971,3536493918.62994,2230950152.56145,1917487297.0375,2542106056.26503,3193722054.82834,2881011052.35117,2139053464.22309,3144599835.21364,..,..,..
Pakistan,PAK,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.2727974546895,15.4908231837261,15.6950830139984,14.2652663979895,16.6204735557908,17.6339985759588,17.8073203880632,19.1509165774275,17.2976740573621,14.8389888027542,19.2842151580423,20.8330105728626,17.7794122655046,17.6227136925319,18.4788721896459,21.9256557326271,22.0419217258252,16.6114259005221,19.7199276815223,17.6321540014596,16.107396965149,16.6229492323049,18.0458904540438,17.1960296333151,19.5475850883206,21.1373414010508,21.9634958415047,22.1240875639221,22.7766734618764,20.1641703773193,18.3015875392073,17.5617091546798,12.9151652726992,15.462895990805,16.2011603264128,15.6966443558879,14.0979326157931,14.902750905231,15.5268646478911,16.0445762793669,14.5338437395157,13.0909438393772,12.0668092705686,11.5773845769201,14.8107045317492,14.1015137625599,..,..,..
